Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist
Running Free,Paul Di'Anno/Steve Harris,199706,6483496,0.99,Rock,The Beast Live,Paul D'Ianno
Phantom Of The Opera,Steve Harris,418168,13585530,0.99,Rock,The Beast Live,Paul D'Ianno
Iron Maiden,Steve Harris,235232,7600077,0.99,Rock,The Beast Live,Paul D'Ianno
Corduroy,Pearl Jam & Eddie Vedder,305293,9991106,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Given To Fly,Eddie Vedder & Mike McCready,233613,7678347,0.99,Rock,Live On Two Legs [Live],Pearl Jam
"Hail, Hail",Stone Gossard & Eddie Vedder & Jeff Ament & Mike McCready,223764,7364206,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Daughter,Dave Abbruzzese & Jeff Ament & Stone Gossard & Mike McCready & Eddie Vedder,407484,13420697,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Elderly Woman Behind The Counter In A Small Town,Dave Abbruzzese & Jeff Ament & Stone Gossard & Mike McCready & Eddie Vedder,229328,7509304,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Untitled,Pearl Jam,122801,3957141,0.99,Rock,Live On Two Legs [Live],Pearl Jam
MFC,Eddie Vedder,148192,4817665,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Go,Dave Abbruzzese & Jeff Ament & Stone Gossard & Mike McCready & Eddie Vedder,161541,5290810,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Red Mosquito,Jeff Ament & Stone Gossard & Jack Irons & Mike McCready & Eddie Vedder,242991,7944923,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Even Flow,Stone Gossard & Eddie Vedder,317100,10394239,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Off He Goes,Eddie Vedder,343222,11245109,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Nothingman,Jeff Ament & Eddie Vedder,278595,9107017,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Do The Evolution,Eddie Vedder & Stone Gossard,225462,7377286,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Better Man,Eddie Vedder,246204,8019563,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Black,Stone Gossard & Eddie Vedder,415712,13580009,0.99,Rock,Live On Two Legs [Live],Pearl Jam
F*Ckin' Up,Neil Young,377652,12360893,0.99,Rock,Live On Two Legs [Live],Pearl Jam
Life Wasted,Stone Gossard,234344,7610169,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
World Wide Suicide,Eddie Vedder,209188,6885908,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
Comatose,Mike McCready & Stone Gossard,139990,4574516,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
Severed Hand,Eddie Vedder,270341,8817438,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
Marker In The Sand,Mike McCready,263235,8656578,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
Parachutes,Stone Gossard,216555,7074973,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
Unemployable,Matt Cameron & Mike McCready,184398,6066542,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
Big Wave,Jeff Ament,178573,5858788,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
Gone,Eddie Vedder,249547,8158204,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
Wasted Reprise,Stone Gossard,53733,1731020,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
Army Reserve,Jeff Ament,225567,7393771,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
Come Back,Eddie Vedder & Mike McCready,329743,10768701,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
Inside Job,Eddie Vedder & Mike McCready,428643,14006924,0.99,Alternative & Punk,Pearl Jam,Pearl Jam
Can't Keep,Eddie Vedder,219428,7215713,0.99,Rock,Riot Act,Pearl Jam
Save You,Eddie Vedder/Jeff Ament/Matt Cameron/Mike McCready/Stone Gossard,230112,7609110,0.99,Rock,Riot Act,Pearl Jam
Love Boat Captain,Eddie Vedder,276453,9016789,0.99,Rock,Riot Act,Pearl Jam
Cropduster,Matt Cameron,231888,7588928,0.99,Rock,Riot Act,Pearl Jam
Ghost,Jeff Ament,195108,6383772,0.99,Rock,Riot Act,Pearl Jam
I Am Mine,Eddie Vedder,215719,7086901,0.99,Rock,Riot Act,Pearl Jam
Thumbing My Way,Eddie Vedder,250226,8201437,0.99,Rock,Riot Act,Pearl Jam
You Are,Matt Cameron,270863,8938409,0.99,Rock,Riot Act,Pearl Jam
Get Right,Matt Cameron,158589,5223345,0.99,Rock,Riot Act,Pearl Jam
Green Disease,Eddie Vedder,161253,5375818,0.99,Rock,Riot Act,Pearl Jam
Help Help,Jeff Ament,215092,7033002,0.99,Rock,Riot Act,Pearl Jam
Bushleager,Stone Gossard,237479,7849757,0.99,Rock,Riot Act,Pearl Jam
1/2 Full,Jeff Ament,251010,8197219,0.99,Rock,Riot Act,Pearl Jam
Arc,Pearl Jam,65593,2099421,0.99,Rock,Riot Act,Pearl Jam
All or None,Stone Gossard,277655,9104728,0.99,Rock,Riot Act,Pearl Jam
Once,Stone Gossard,231758,7561555,0.99,Rock,Ten,Pearl Jam
Evenflow,Stone Gossard,293720,9622017,0.99,Rock,Ten,Pearl Jam
Alive,Stone Gossard,341080,11176623,0.99,Rock,Ten,Pearl Jam
Why Go,Jeff Ament,200254,6539287,0.99,Rock,Ten,Pearl Jam
Black,Dave Krusen/Stone Gossard,343823,11213314,0.99,Rock,Ten,Pearl Jam
Jeremy,Jeff Ament,318981,10447222,0.99,Rock,Ten,Pearl Jam
Oceans,Jeff Ament/Stone Gossard,162194,5282368,0.99,Rock,Ten,Pearl Jam
Porch,Eddie Vedder,210520,6877475,0.99,Rock,Ten,Pearl Jam
Garden,Jeff Ament/Stone Gossard,299154,9740738,0.99,Rock,Ten,Pearl Jam
Deep,Jeff Ament/Stone Gossard,258324,8432497,0.99,Rock,Ten,Pearl Jam
Release,Jeff Ament/Mike McCready/Stone Gossard,546063,17802673,0.99,Rock,Ten,Pearl Jam
Go,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,193123,6351920,0.99,Rock,Vs.,Pearl Jam
Animal,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,169325,5503459,0.99,Rock,Vs.,Pearl Jam
Daughter,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,235598,7824586,0.99,Rock,Vs.,Pearl Jam
Glorified G,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,206968,6772116,0.99,Rock,Vs.,Pearl Jam
Dissident,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,215510,7034500,0.99,Rock,Vs.,Pearl Jam
W.M.A.,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,359262,12037261,0.99,Rock,Vs.,Pearl Jam
Blood,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,170631,5551478,0.99,Rock,Vs.,Pearl Jam
Rearviewmirror,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,284186,9321053,0.99,Rock,Vs.,Pearl Jam
Rats,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,255425,8341934,0.99,Rock,Vs.,Pearl Jam
Elderly Woman Behind The Counter In A Small Town,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,196336,6499398,0.99,Rock,Vs.,Pearl Jam
Leash,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,189257,6191560,0.99,Rock,Vs.,Pearl Jam
Indifference,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,302053,9756133,0.99,Rock,Vs.,Pearl Jam
Speak To Me/Breathe,"Mason/Waters, Gilmour, Wright",234213,7631305,0.99,Rock,Dark Side Of The Moon,Pink Floyd
On The Run,"Gilmour, Waters",214595,7206300,0.99,Rock,Dark Side Of The Moon,Pink Floyd
Time,"Mason, Waters, Wright, Gilmour",425195,13955426,0.99,Rock,Dark Side Of The Moon,Pink Floyd
The Great Gig In The Sky,"Wright, Waters",284055,9147563,0.99,Rock,Dark Side Of The Moon,Pink Floyd
Money,Waters,391888,12930070,0.99,Rock,Dark Side Of The Moon,Pink Floyd
Us And Them,"Waters, Wright",461035,15000299,0.99,Rock,Dark Side Of The Moon,Pink Floyd
Any Colour You Like,"Gilmour, Mason, Wright, Waters",205740,6707989,0.99,Rock,Dark Side Of The Moon,Pink Floyd
Brain Damage,Waters,230556,7497655,0.99,Rock,Dark Side Of The Moon,Pink Floyd
Eclipse,Waters,125361,4065299,0.99,Rock,Dark Side Of The Moon,Pink Floyd
ZeroVinteUm,,315637,10426550,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Queimando Tudo,,172591,5723677,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Hip Hop Rio,,151536,4991935,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Bossa,,29048,967098,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
100% HardCore,,165146,5407744,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Biruta,,213263,7108200,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Mão Na Cabeça,,202631,6642753,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
O Bicho Tá Pregando,,171964,5683369,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Adoled (Ocean),,185103,6009946,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Seus Amigos,,100858,3304738,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Paga Pau,,197485,6529041,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Rappers Reais,,202004,6684160,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Nega Do Cabelo Duro,,121808,4116536,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Hemp Family,,205923,6806900,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Quem Me Cobrou?,,121704,3947664,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Se Liga,,410409,13559173,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp
Bohemian Rhapsody,"Mercury, Freddie",358948,11619868,0.99,Rock,Greatest Hits I,Queen
Another One Bites The Dust,"Deacon, John",216946,7172355,0.99,Rock,Greatest Hits I,Queen
Killer Queen,"Mercury, Freddie",182099,5967749,0.99,Rock,Greatest Hits I,Queen
Fat Bottomed Girls,"May, Brian",204695,6630041,0.99,Rock,Greatest Hits I,Queen
Bicycle Race,"Mercury, Freddie",183823,6012409,0.99,Rock,Greatest Hits I,Queen
You're My Best Friend,"Deacon, John",172225,5602173,0.99,Rock,Greatest Hits I,Queen
Don't Stop Me Now,"Mercury, Freddie",211826,6896666,0.99,Rock,Greatest Hits I,Queen
Save Me,"May, Brian",228832,7444624,0.99,Rock,Greatest Hits I,Queen
Crazy Little Thing Called Love,"Mercury, Freddie",164231,5435501,0.99,Rock,Greatest Hits I,Queen
Somebody To Love,"Mercury, Freddie",297351,9650520,0.99,Rock,Greatest Hits I,Queen
Now I'm Here,"May, Brian",255346,8328312,0.99,Rock,Greatest Hits I,Queen
Good Old-Fashioned Lover Boy,"Mercury, Freddie",175960,5747506,0.99,Rock,Greatest Hits I,Queen
Play The Game,"Mercury, Freddie",213368,6915832,0.99,Rock,Greatest Hits I,Queen
Flash,"May, Brian",168489,5464986,0.99,Rock,Greatest Hits I,Queen
Seven Seas Of Rhye,"Mercury, Freddie",170553,5539957,0.99,Rock,Greatest Hits I,Queen
We Will Rock You,"Deacon, John/May, Brian",122880,4026955,0.99,Rock,Greatest Hits I,Queen
We Are The Champions,"Mercury, Freddie",180950,5880231,0.99,Rock,Greatest Hits I,Queen
We Will Rock You,May,122671,4026815,0.99,Rock,News Of The World,Queen
We Are The Champions,Mercury,182883,5939794,0.99,Rock,News Of The World,Queen
Sheer Heart Attack,Taylor,207386,6642685,0.99,Rock,News Of The World,Queen
"All Dead, All Dead",May,190119,6144878,0.99,Rock,News Of The World,Queen
Spread Your Wings,Deacon,275356,8936992,0.99,Rock,News Of The World,Queen
Fight From The Inside,Taylor,184737,6078001,0.99,Rock,News Of The World,Queen
"Get Down, Make Love",Mercury,231235,7509333,0.99,Rock,News Of The World,Queen
Sleep On The Sidewalk,May,187428,6099840,0.99,Rock,News Of The World,Queen
Who Needs You,Deacon,186958,6292969,0.99,Rock,News Of The World,Queen
It's Late,May,386194,12519388,0.99,Rock,News Of The World,Queen
My Melancholy Blues,Mercury,206471,6691838,0.99,Rock,News Of The World,Queen
Shiny Happy People,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,226298,7475323,0.99,Alternative & Punk,Out Of Time,R.E.M. Feat. Kate Pearson
Me In Honey,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,246674,8194751,0.99,Alternative & Punk,Out Of Time,R.E.M. Feat. Kate Pearson
Radio Song,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,255477,8421172,0.99,Alternative & Punk,Out Of Time,R.E.M. Feat. Kate Pearson
Losing My Religion,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,269035,8885672,0.99,Alternative & Punk,Out Of Time,R.E.M. Feat. Kate Pearson
Low,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,296777,9633860,0.99,Alternative & Punk,Out Of Time,R.E.M. Feat. Kate Pearson
Near Wild Heaven,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,199862,6610009,0.99,Alternative & Punk,Out Of Time,R.E.M. Feat. Kate Pearson
Endgame,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,230687,7664479,0.99,Alternative & Punk,Out Of Time,R.E.M. Feat. Kate Pearson
Belong,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,247013,8219375,0.99,Alternative & Punk,Out Of Time,R.E.M. Feat. Kate Pearson
Half A World Away,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,208431,6837283,0.99,Alternative & Punk,Out Of Time,R.E.M. Feat. Kate Pearson
Texarkana,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,220081,7260681,0.99,Alternative & Punk,Out Of Time,R.E.M. Feat. Kate Pearson
Country Feedback,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,249782,8178943,0.99,Alternative & Punk,Out Of Time,R.E.M. Feat. Kate Pearson
Pop Song 89,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,185730,6132218,0.99,Alternative & Punk,Green,R.E.M.
Get Up,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,160235,5264376,0.99,Alternative & Punk,Green,R.E.M.
You Are The Everything,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,226298,7373181,0.99,Alternative & Punk,Green,R.E.M.
Stand,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,192862,6349090,0.99,Alternative & Punk,Green,R.E.M.
World Leader Pretend,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,259761,8537282,0.99,Alternative & Punk,Green,R.E.M.
The Wrong Child,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,216633,7065060,0.99,Alternative & Punk,Green,R.E.M.
Orange Crush,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,231706,7742894,0.99,Alternative & Punk,Green,R.E.M.
Turn You Inside-Out,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,257358,8395671,0.99,Alternative & Punk,Green,R.E.M.
Hairshirt,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,235911,7753807,0.99,Alternative & Punk,Green,R.E.M.
I Remember California,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,304013,9950311,0.99,Alternative & Punk,Green,R.E.M.
Untitled,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,191503,6332426,0.99,Alternative & Punk,Green,R.E.M.
How The West Was Won And Where It Got Us,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,271151,8994291,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
The Wake-Up Bomb,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,308532,10077337,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
New Test Leper,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,326791,10866447,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
Undertow,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,309498,10131005,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
E-Bow The Letter,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,324963,10714576,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
Leave,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,437968,14433365,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
Departure,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,209423,6818425,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
Bittersweet Me,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,245812,8114718,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
Be Mine,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,333087,10790541,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
Binky The Doormat,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,301688,9950320,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
Zither,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,154148,5032962,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
"So Fast, So Numb",Bill Berry-Peter Buck-Mike Mills-Michael Stipe,252682,8341223,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
Low Desert,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,212062,6989288,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
Electrolite,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,245315,8051199,0.99,Rock,New Adventures In Hi-Fi,R.E.M.
Carnival Of Sorts,R.E.M.,233482,7669658,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
Radio Free Aurope,R.E.M.,245315,8163490,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
Perfect Circle,R.E.M.,208509,6898067,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
Talk About The Passion,R.E.M.,203206,6725435,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
So Central Rain,R.E.M.,194768,6414550,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
Don't Go Back To Rockville,R.E.M.,272352,9010715,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
Pretty Persuasion,R.E.M.,229929,7577754,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
Green Grow The Rushes,R.E.M.,225671,7422425,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
Can't Get There From Here,R.E.M.,220630,7285936,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
Driver 8,R.E.M.,204747,6779076,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
Fall On Me,R.E.M.,172016,5676811,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
I Believe,R.E.M.,227709,7542929,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
Cuyahoga,R.E.M.,260623,8591057,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
The One I Love,R.E.M.,197355,6495125,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
The Finest Worksong,R.E.M.,229276,7574856,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,244819,7998987,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.
Infeliz Natal,Rodolfo,138266,4503299,0.99,Alternative & Punk,Cesta Básica,Raimundos
A Sua,Rodolfo,142132,4622064,0.99,Alternative & Punk,Cesta Básica,Raimundos
Papeau Nuky Doe,Rodolfo,121652,3995022,0.99,Alternative & Punk,Cesta Básica,Raimundos
Merry Christmas,Rodolfo,126040,4166652,0.99,Alternative & Punk,Cesta Básica,Raimundos
Bodies,Rodolfo,180035,5873778,0.99,Alternative & Punk,Cesta Básica,Raimundos
Puteiro Em João Pessoa,Rodolfo,195578,6395490,0.99,Alternative & Punk,Cesta Básica,Raimundos
Esporrei Na Manivela,Rodolfo,293276,9618499,0.99,Alternative & Punk,Cesta Básica,Raimundos
Bê-a-Bá,Rodolfo,249051,8130636,0.99,Alternative & Punk,Cesta Básica,Raimundos
Cajueiro,Rodolfo,158589,5164837,0.99,Alternative & Punk,Cesta Básica,Raimundos
Palhas Do Coqueiro,Rodolfo,133851,4396466,0.99,Alternative & Punk,Cesta Básica,Raimundos
Maluco Beleza,,203206,6628067,0.99,Rock,Raul Seixas,Raul Seixas
O Dia Em Que A Terra Parou,,261720,8586678,0.99,Rock,Raul Seixas,Raul Seixas
No Fundo Do Quintal Da Escola,,177606,5836953,0.99,Rock,Raul Seixas,Raul Seixas
O Segredo Do Universo,,192679,6315187,0.99,Rock,Raul Seixas,Raul Seixas
As Profecias,,232515,7657732,0.99,Rock,Raul Seixas,Raul Seixas
Mata Virgem,,142602,4690029,0.99,Rock,Raul Seixas,Raul Seixas
Sapato 36,,196702,6507301,0.99,Rock,Raul Seixas,Raul Seixas
Todo Mundo Explica,,134896,4449772,0.99,Rock,Raul Seixas,Raul Seixas
Que Luz É Essa,,165067,5620058,0.99,Rock,Raul Seixas,Raul Seixas
Diamante De Mendigo,,206053,6775101,0.99,Rock,Raul Seixas,Raul Seixas
Negócio É,,175464,5826775,0.99,Rock,Raul Seixas,Raul Seixas
"Muita Estrela, Pouca Constelação",,268068,8781021,0.99,Rock,Raul Seixas,Raul Seixas
Século XXI,,244897,8040563,0.99,Rock,Raul Seixas,Raul Seixas
Rock Das Aranhas (Ao Vivo) (Live),,231836,7591945,0.99,Rock,Raul Seixas,Raul Seixas
The Power Of Equality,Anthony Kiedis/Chad Smith/Flea/John Frusciante,243591,8148266,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
If You Have To Ask,Anthony Kiedis/Chad Smith/Flea/John Frusciante,216790,7199175,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
Breaking The Girl,Anthony Kiedis/Chad Smith/Flea/John Frusciante,295497,9805526,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
Funky Monks,Anthony Kiedis/Chad Smith/Flea/John Frusciante,323395,10708168,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
Suck My Kiss,Anthony Kiedis/Chad Smith/Flea/John Frusciante,217234,7129137,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
I Could Have Lied,Anthony Kiedis/Chad Smith/Flea/John Frusciante,244506,8088244,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
Mellowship Slinky In B Major,Anthony Kiedis/Chad Smith/Flea/John Frusciante,240091,7971384,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
The Righteous & The Wicked,Anthony Kiedis/Chad Smith/Flea/John Frusciante,248084,8134096,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
Give It Away,Anthony Kiedis/Chad Smith/Flea/John Frusciante,283010,9308997,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
Blood Sugar Sex Magik,Anthony Kiedis/Chad Smith/Flea/John Frusciante,271229,8940573,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
Under The Bridge,Anthony Kiedis/Chad Smith/Flea/John Frusciante,264359,8682716,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
Naked In The Rain,Anthony Kiedis/Chad Smith/Flea/John Frusciante,265717,8724674,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
Apache Rose Peacock,Anthony Kiedis/Chad Smith/Flea/John Frusciante,282226,9312588,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
The Greeting Song,Anthony Kiedis/Chad Smith/Flea/John Frusciante,193593,6346507,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
My Lovely Man,Anthony Kiedis/Chad Smith/Flea/John Frusciante,279118,9220114,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
Sir Psycho Sexy,Anthony Kiedis/Chad Smith/Flea/John Frusciante,496692,16354362,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers
